series,mmsi,source,sourceid,datetime,callsign,class,flag,imo,name
18441,310344000,MarineTraffic.com,310344000,2014-07-24,ZCDA9,Passengers ship,Bermuda,9192351,GOLDEN PRINCESS
18440,310327000,MarineTraffic.com,310327000,2014-07-24,ZCBU5,Passengers ship,Bermuda,9104005,GRAND PRINCESS
18436,310253000,MarineTraffic.com,310253000,2014-07-24,ZCAK8,Lng tanker,Bermuda,7360124,LNG LAGOS
18434,310133000,MarineTraffic.com,310133000,2014-07-24,ZCBD4,Container ship,Bermuda,9108130,VALENCIA EXPRESS
18432,310094000,MarineTraffic.com,310094000,2014-07-24,ZCBA3,Yacht,Bermuda,1005136,GOLDEN SHADOW
18431,310026000,MarineTraffic.com,310026000,2014-07-24,ZCAI7,Lng tanker,Bermuda,7702401,LNG FINIMA
18430,310025000,MarineTraffic.com,310025000,2014-07-24,ZCAI 6,Lng tanker,Bermuda,7708948,LNG BONNY
18429,310018000,MarineTraffic.com,310018000,2014-07-24,ZCLP,Lng tanker,Bermuda,7360136,LNG PORT HARCOURT
18428,309998000,MarineTraffic.com,309998000,2014-07-24,C6VL2,Lng tanker,Bahamas,9275335,ARCTIC VOYAGER
18427,309997000,MarineTraffic.com,309997000,2014-07-24,C6PG6,Passengers ship,Bahamas,7391422,SEA ADVENTURER
18426,309996000,MarineTraffic.com,309996000,2014-07-24,C6PG5,General cargo,Bahamas,9151826,WEAVER ARROW
18425,309992000,MarineTraffic.com,309992000,2014-07-24,C6WZ5,Crude oil tanker,Bahamas,9385192,PINNACLE SPIRIT
18424,309977000,MarineTraffic.com,309977000,2014-07-24,C6UW7,Oil products tanker,Bahamas,9298674,GULF COAST
18423,309969000,MarineTraffic.com,309969000,2014-07-24,C6WC7,Offshore supply ship,Bahamas,9413810,SKANDI ACHIEVER
18422,353995000,MarineTraffic.com,353995000,2014-07-24,3ETV9,Bulk carrier,Panama,9182174,EVER EXCELLENT
18421,353991000,MarineTraffic.com,353991000,2014-07-24,3FUB8,Container ship,Panama,9142198,EVER DYNAMIC
18420,353988000,MarineTraffic.com,353988000,2014-07-24,3FYP2,General cargo,Panama,9601869,MIIKE
18419,353986000,MarineTraffic.com,353986000,2014-07-24,3FVG8,Bulk carrier,Panama,9180334,ORIENTE VICTORIA
18418,353983000,MarineTraffic.com,353983000,2014-07-24,3EPJ6,General cargo,Panama,9473511,SUN JEWELRY
18417,353978000,MarineTraffic.com,353978000,2014-07-24,3EQO,Container ship,Panama,9347607,HYUNDAI GOODWILL
18416,353977000,MarineTraffic.com,353977000,2014-07-24,HP-7383,Other,Panama,2560925,BLACK MARLIN
18415,353961000,MarineTraffic.com,353961000,2014-07-24,3EYP9,Bulk carrier,Panama,9459620,KEN SEI
18414,353959000,MarineTraffic.com,353959000,2014-07-24,3FVJ8,Bulk carrier,Panama,9478779,NORD VOYAGER
18411,353946000,MarineTraffic.com,353946000,2014-07-24,3EXD8,Bulk carrier,Panama,9467897,JUPITER II
18410,353939000,MarineTraffic.com,353939000,2014-07-24,3FMN4,Bulk carrier,Panama,9072173,NAVIOS GEMINI S
18408,353937000,MarineTraffic.com,353937000,2014-07-24,3FMK4,Reefer,Panama,8204121,SANWA FONTAINE
18407,353936000,MarineTraffic.com,353936000,2014-07-24,3EQG9,Bulk carrier,Panama,9442902,ULTRA TRADITION
18406,353934000,MarineTraffic.com,353934000,2014-07-24,H3MJ,Container ship,Panama,9282259,MSC ELA
18405,353933000,MarineTraffic.com,353933000,2014-07-24,3EVX8,Bulk carrier,Panama,9481233,NAVIOS BUENA VENTURA
18404,353924000,MarineTraffic.com,353924000,2014-07-24,3FYB6,Bulk carrier,Panama,9439149,GRACIOUS ETERNITY
18403,353923000,MarineTraffic.com,353923000,2014-07-24,H3HZ,Ro-ro/passenger ship,Panama,9188829,MODERN LINK
18402,353911000,MarineTraffic.com,353911000,2014-07-24,3FMB4,Bulk carrier,Panama,9103178,STARGOLD TRADER
18401,353901000,MarineTraffic.com,353901000,2014-07-24,H90Q,Reefer,Panama,9097056,HONG YING
18399,353877000,MarineTraffic.com,353877000,2014-07-24,3FQD2,Ore carrier,Panama,9437270,CAPE INFINITY
18398,353876000,MarineTraffic.com,353876000,2014-07-24,3FLS4,Reefer,Panama,8410914,CHINA FROST
18397,353875000,MarineTraffic.com,353875000,2014-07-24,3FQF3,Bulk carrier,Panama,9129366,HAPPY SEA
18396,353870000,MarineTraffic.com,353870000,2014-07-24,3ENY2,Ro-ro cargo,Panama,9370379,SOUTH ISLANDER
18395,353863000,MarineTraffic.com,353863000,2014-07-24,3FZO2,Bulk carrier,Panama,9446130,YUAN SHUN HAI
18394,353862000,MarineTraffic.com,353862000,2014-07-24,3FFE7,Bulk carrier,Panama,9440980,VERDI
18393,353861000,MarineTraffic.com,353861000,2014-07-24,HO6237,General cargo,Panama,9152363,GRAND MUSE
18392,353860000,MarineTraffic.com,353860000,2014-07-24,3EUZ3,Bulk carrier,Panama,9561904,FORTUNE BAY
18391,353857000,MarineTraffic.com,353857000,2014-07-24,3FGV8,Bulk carrier,Panama,9149354,HANG TA
18390,353829000,MarineTraffic.com,353829000,2014-07-24,HOOB,Vehicles carrier,Panama,9284740,CENTAURUS LEADER
18389,353823000,MarineTraffic.com,353823000,2014-07-24,3FKH5,Bulk carrier,Panama,9116292,PAC STAR
18388,353815000,MarineTraffic.com,353815000,2014-07-24,HP4831,Pusher tug,Panama,9229520,CRUX 7
18387,353807000,MarineTraffic.com,353807000,2014-07-24,3EBJ2,Cement carrier,Panama,7903249,EVIACEMENT IV
18386,353781000,MarineTraffic.com,353781000,2014-07-24,3FKK4,Bulk carrier,Panama,9075539,THEMIS P
18384,353775000,MarineTraffic.com,353775000,2014-07-24,HODU,Container ship,Panama,9226932,MSC BARBARA
18383,353773000,MarineTraffic.com,353773000,2014-07-24,3FTB8,Reefer,Panama,9172703,ASIAN BRIER
18382,353770000,MarineTraffic.com,353770000,2014-07-24,3EYS,Fishing vessel,Panama,8719310,TXOPITUNA
18381,353769000,MarineTraffic.com,353769000,2014-07-24,3FSL7,Bulk carrier,Panama,9378826,WHITE CORAL
18380,353757000,MarineTraffic.com,353757000,2014-07-24,H3HW,Bulk carrier,Panama,9272527,CORONA KINGDOM
18379,353741000,MarineTraffic.com,353741000,2014-07-24,3EQN4,Bulk carrier,Panama,9445045,INDIGO OCEAN
18377,353738000,MarineTraffic.com,353738000,2014-07-24,3FNG4,Bulk carrier,Panama,9424235,SPRING SAMCHEONPO
18376,353734000,MarineTraffic.com,353734000,2014-07-24,3FTU8,Oil/chemical tanker,Panama,9197143,GOLDEN TIFFANY
18375,353732000,MarineTraffic.com,353732000,2014-07-24,3FRX3,General cargo,Panama,9491575,MARITIME FAITH
18374,353722000,MarineTraffic.com,353722000,2014-07-24,3FOT3,Bulk carrier,Panama,9514080,JEWEL OF TOKYO
18373,353716000,MarineTraffic.com,353716000,2014-07-24,3FJL4,Container ship,Panama,9088110,EVER RACER
18372,353712000,MarineTraffic.com,353712000,2014-07-24,3FYA2,Oil/chemical tanker,Panama,9515292,SOUTHERN COUGAR
18371,353710000,MarineTraffic.com,353710000,2014-07-24,3EPS5,Bulk carrier,Panama,9286906,IRIS II
18370,353707000,MarineTraffic.com,353707000,2014-07-24,HOCC,Wood chips carrier,Panama,9238595,SILVICULTURE
18369,353706000,MarineTraffic.com,353706000,2014-07-24,H9TA,Wood chips carrier,Panama,9002532,GREEN SEASON
18368,353705000,MarineTraffic.com,353705000,2014-07-24,HP7770,Research/survey vessel,Panama,7827017,GULF PROVIDER
18366,353690000,MarineTraffic.com,353690000,2014-07-24,3FNU3,Container ship,Panama,9419656,NYK SILVIA
18365,353686000,MarineTraffic.com,353686000,2014-07-24,3EGO8,Bulk carrier,Panama,9134995,MIGHTY CHRISTOS
18364,353663000,MarineTraffic.com,353663000,2014-07-24,3EFF4,Bulk carrier,Panama,9311282,GLOBAL PARTNERSHIP
18363,353656000,MarineTraffic.com,353656000,2014-07-24,3EQQ3,Bulk carrier,Panama,9060235,ZHONG HE 2
18362,353637000,MarineTraffic.com,353637000,2014-07-24,3FUF6,General cargo,Panama,9146132,RICH OCEAN 17
18361,353628000,MarineTraffic.com,353628000,2014-07-24,HP8206,Bulk carrier,Panama,9467914,QING XING
18359,353619000,MarineTraffic.com,353619000,2014-07-24,HOKT,Bulk carrier,Panama,9461075,C.S.OLIVE
18358,353614000,MarineTraffic.com,353614000,2014-07-24,3FIP4,Vehicles carrier,Panama,9078220,CURITIBA
18357,353613000,MarineTraffic.com,353613000,2014-07-24,3FDD2,Bulk carrier,Panama,9527283,AOM MILENA
18356,353598000,MarineTraffic.com,353598000,2014-07-24,HO2743,Research/survey vessel,Panama,7424724,MARKAB
18355,353596000,MarineTraffic.com,353596000,2014-07-24,3EZN3,Bulk carrier,Panama,9463322,CAPE DREAM
18354,353585000,MarineTraffic.com,353585000,2014-07-24,3EIL6,Bulk carrier,Panama,8811780,JIMEI RUYI
18353,353578000,MarineTraffic.com,353578000,2014-07-24,3FAY2,Bulk carrier,Panama,9518191,TSUNEISHI FUKUYAMA 1506
18352,353576000,MarineTraffic.com,353576000,2014-07-24,3FYS3,Oil/chemical tanker,Panama,9405899,MERSINI
18351,353574000,MarineTraffic.com,353574000,2014-07-24,3FBH5,Container ship,Panama,9110042,MOL LOIRE
18350,353570000,MarineTraffic.com,353570000,2014-07-24,3EYH,Bulk carrier,Panama,9626974,PACIFIC BRIGHT
18349,353563000,MarineTraffic.com,353563000,2014-07-24,3FMF4,Ro-ro cargo,Panama,9110248,KYOWA HIBISCUS
18348,353555000,MarineTraffic.com,353555000,2014-07-24,HO-5105,Unspecified,Panama,,SURFER 1848
18347,353552000,MarineTraffic.com,353552000,2014-07-24,3EYX6,Oil/chemical tanker,Panama,9208605,ANGEL 17
18346,353548000,MarineTraffic.com,353548000,2014-07-24,3ENX3,Oil/chemical tanker,Panama,9374533,CHEMBULK LINDY ALICE
18345,353544000,MarineTraffic.com,353544000,2014-07-24,3FLA,Bulk carrier,Panama,9544712,LADY MARITE
18342,353534000,MarineTraffic.com,353534000,2014-07-24,HPQL,Oil/chemical tanker,Panama,9257711,PRO JADE
18341,353532000,MarineTraffic.com,353532000,2014-07-24,3FLR2,Bulk carrier,Panama,9547001,GREEN PHOENIX
18339,353530000,MarineTraffic.com,353530000,2014-07-24,3ENH5,Bulk carrier,Panama,9392444,NORD PHOENIX
18338,353527000,MarineTraffic.com,353527000,2014-07-24,H3UQ,Crude oil tanker,Panama,9203277,PLUTO GLORY
18337,353525000,MarineTraffic.com,353525000,2014-07-24,3EWH3,Oil products tanker,Panama,9584102,KAMOME VICTORIA
18336,353520000,MarineTraffic.com,353520000,2014-07-24,3ENW9,Drilling rig,Panama,8770596,ODN DELBA III
18335,353518000,MarineTraffic.com,353518000,2014-07-24,3FYL8,Livestock carrier,Panama,9074913,DAREEN
18334,353514000,MarineTraffic.com,353514000,2014-07-24,HPQI,Vehicles carrier,Panama,9267687,PROGRESS ACE
18333,353508000,MarineTraffic.com,353508000,2014-07-24,3FBM7,Bulk carrier,Panama,9580364,K.ENDEAVOR
18332,353496000,MarineTraffic.com,353496000,2014-07-24,3FWW4,Bulk carrier,Panama,9552824,KEY BOUNDARY
18331,353495000,MarineTraffic.com,353495000,2014-07-24,DH3,Bulk carrier,Panama,9402952,GLOBAL STAR
18330,353484000,MarineTraffic.com,353484000,2014-07-24,3FZU2,Oil/chemical tanker,Panama,9479993,DONGBU PROMY 2
18329,353481000,MarineTraffic.com,353481000,2014-07-24,3FTG9,Research/survey vessel,Panama,9319052,VOYAGER EXPLORER
18328,353480000,MarineTraffic.com,353480000,2014-07-24,HO7871,Tug,Panama,9433951,LUCALA
18327,353472000,MarineTraffic.com,353472000,2014-07-24,3FAW9,Bulk carrier,Panama,9476290,JEWEL OF EAGLE
18326,353470000,MarineTraffic.com,353470000,2014-07-24,HP6228,Offshore supply ship,Panama,9715593,SEA SERVICE
18325,353467000,MarineTraffic.com,353467000,2014-07-24,3EZI3,Container ship,Panama,9318125,DOLPHIN II
18324,353465000,MarineTraffic.com,353465000,2014-07-24,3EOE8,Lpg tanker,Panama,9693305,BUENA DIOSA
18323,353464000,MarineTraffic.com,353464000,2014-07-24,3FBB5,General cargo,Panama,9240524,FODAS PESCADORES
18322,353456000,MarineTraffic.com,353456000,2014-07-24,3FGM7,Oil/chemical tanker,Panama,9451410,CHEMSTAR MASA
18321,353442000,MarineTraffic.com,353442000,2014-07-24,3FCQ7,Bulk carrier,Panama,9152416,ANGEL IV
18320,353425000,MarineTraffic.com,353425000,2014-07-24,H9RR,Oil/chemical tanker,Panama,9253454,JUSTINE
18319,353424000,MarineTraffic.com,353424000,2014-07-24,3FXV6,Crude oil tanker,Panama,9343405,TAMBA
18318,353423000,MarineTraffic.com,353423000,2014-07-24,3EYH8,Oil/chemical tanker,Panama,9399894,NAVIG8 GERAKAS
18317,353421000,MarineTraffic.com,353421000,2014-07-24,3EXF9,Bulk carrier,Panama,9496977,NANTONG K
18315,353415000,MarineTraffic.com,353415000,2014-07-24,3ETD6,General cargo,Panama,8801723,GREEN LOTUS
18314,353411000,MarineTraffic.com,353411000,2014-07-24,3EFD9,Container ship,Panama,9302097,GLEN CANYON BRIDGE
18313,353408000,MarineTraffic.com,353408000,2014-07-24,3EEE2,Bulk carrier,Panama,9362190,SERENATA
18312,353398000,MarineTraffic.com,353398000,2014-07-24,H9IJ,Offshore supply ship,Panama,9307700,UP ESMERALDA
18311,353396000,MarineTraffic.com,353396000,2014-07-24,3FFR4,Container ship,Panama,9055474,EVER RADIANT
18310,353394000,MarineTraffic.com,353394000,2014-07-24,3FFP4,Bulk carrier,Panama,9084164,TUO FU 11
18309,353392000,MarineTraffic.com,353392000,2014-07-24,3EPD8,Lng tanker,Panama,9319404,TRINITY ARROW
18308,353389000,MarineTraffic.com,353389000,2014-07-24,3FII9,Bulk carrier,Panama,9578995,HUI AN HAI
18307,353382000,MarineTraffic.com,353382000,2014-07-24,H3GM,Vehicles carrier,Panama,9209518,MERIDIAN ACE
18306,353381000,MarineTraffic.com,353381000,2014-07-24,3EWX5,Bulk carrier,Panama,9497165,SIGNE BULKER
18305,353379000,MarineTraffic.com,353379000,2014-07-24,H9JY,General cargo,Panama,9315472,BRILLIANT PESCADORES
18304,353371000,MarineTraffic.com,353371000,2014-07-24,3EPW3,Oil/chemical tanker,Panama,9471599,MARIA VICTORIA V
18303,353360000,MarineTraffic.com,353360000,2014-07-24,3EXS6,Bulk carrier,Panama,9586708,K.CORAL
18301,353351000,MarineTraffic.com,353351000,2014-07-24,3EFD6,Bulk carrier,Panama,9364320,CAPE FRONTIER
18300,353342000,MarineTraffic.com,353342000,2014-07-24,3FWD9,Vehicles carrier,Panama,9506710,BANGKOK HIGHWAY
18299,353339000,MarineTraffic.com,353339000,2014-07-24,3FSS7,Oil/chemical tanker,Panama,9469455,EMANTHA
18298,353334000,MarineTraffic.com,353334000,2014-07-24,3FDX3,Bulk carrier,Panama,9035802,K.PRIDE
18297,353325000,MarineTraffic.com,353325000,2014-07-24,3FYU5,General cargo,Panama,9434539,TOKI ARROW
18296,353323000,MarineTraffic.com,353323000,2014-07-24,3FPR5,Oil/chemical tanker,Panama,9428683,ADAMAS I
18295,353306000,MarineTraffic.com,353306000,2014-07-24,3FWG8,Reefer,Panama,9184536,FRIO CHIKUMA
18294,353304000,MarineTraffic.com,353304000,2014-07-24,H9EZ,Bulk carrier,Panama,9198252,KOHYOHSAN
18293,353297000,MarineTraffic.com,353297000,2014-07-24,3FFL4,Bulk carrier,Panama,9660023,UNITED CROWN
18292,353288000,MarineTraffic.com,353288000,2014-07-24,HPPX,Wood chips carrier,Panama,9272979,UNIVERSAL ACE
18291,353285000,MarineTraffic.com,353285000,2014-07-24,3EFD4,Bulk carrier,Panama,9316969,GLOBAL PROSPERITY
18289,353274000,MarineTraffic.com,353274000,2014-07-24,3EMS,Container ship,Panama,9337614,NYK DAEDALUS
18287,353270000,MarineTraffic.com,353270000,2014-07-24,HO3191,General cargo,Panama,8985957,VOYAGER
18286,353264000,MarineTraffic.com,353264000,2014-07-24,3EUA7,General cargo,Panama,9488061,ELLENSBORG
18285,353261000,MarineTraffic.com,353261000,2014-07-24,3ENB7,Container ship,Panama,9363429,HANJIN PORT ADELAIDE
18284,353258000,MarineTraffic.com,353258000,2014-07-24,3EFC9,Bulk carrier,Panama,9342889,IKAN KURAU
18283,353251000,MarineTraffic.com,353251000,2014-07-24,3FOK5,Bulk carrier,Panama,9446439,CAPE LAUREL
18282,353249000,MarineTraffic.com,353249000,2014-07-24,HP2038,Research/survey vessel,Panama,7016981,GEO PROSPECTOR
18281,353242000,MarineTraffic.com,353242000,2014-07-24,3FHP2,Reefer,Panama,8517815,OSTROV BERINGA
18280,353234000,MarineTraffic.com,353234000,2014-07-24,XCAK6,Pipe carrier,Panama,8010570,WARRIOR
18279,353216000,MarineTraffic.com,353216000,2014-07-24,3EUJ6,Bulk carrier,Panama,9446518,CRYSTAL TIGER
18278,353212000,MarineTraffic.com,353212000,2014-07-24,3EFC7,Bulk carrier,Panama,9364796,NAVIOS ASTRA
18277,353210000,MarineTraffic.com,353210000,2014-07-24,3FSL9,Bulk carrier,Panama,9631694,FORTUNE HERO
18276,353204000,MarineTraffic.com,353204000,2014-07-24,3EYB5,Bulk carrier,Panama,9492098,XIN BIN HAI
18275,353200000,MarineTraffic.com,353200000,2014-07-24,3FLC5,Bulk carrier,Panama,9580314,POAVOSA WISDOM III
18273,353184000,MarineTraffic.com,353184000,2014-07-24,HPGN,Bulk carrier,Panama,8408674,ELITE GRACE
18272,353183000,MarineTraffic.com,353183000,2014-07-24,3FGJ2,Bulk carrier,Panama,9573854,FURNESS ST KILDA
18271,353180000,MarineTraffic.com,353180000,2014-07-24,3EBW4,Bulk carrier,Panama,8316376,YONG PING 5
18270,353177000,MarineTraffic.com,353177000,2014-07-24,H8PY,Research/survey vessel,Panama,6525131,JOHN LETHBRIDGE
18268,353172000,MarineTraffic.com,353172000,2014-07-24,H3UD,Crude oil tanker,Panama,9547520,ALPINE MARIE
18267,353163000,MarineTraffic.com,353163000,2014-07-24,3EWE5,Bulk carrier,Panama,9431185,NORD CETUS
18266,353158000,MarineTraffic.com,353158000,2014-07-24,3FCG4,Bulk carrier,Panama,9057032,SEA GLORIA
18264,353146000,MarineTraffic.com,353146000,2014-07-24,HPCV,General cargo,Panama,9438391,PINE 5
18263,353143000,MarineTraffic.com,353143000,2014-07-24,3EUX3,Bulk carrier,Panama,9500883,HONG YUAN
18262,353131000,MarineTraffic.com,353131000,2014-07-24,3EXK3,Bulk carrier,Panama,9514391,OCEAN PHOENIX
18259,353107000,MarineTraffic.com,353107000,2014-07-24,3FSC5,Bulk carrier,Panama,8901793,KAI YANG
18258,353105000,MarineTraffic.com,353105000,2014-07-24,3FLT,Bulk carrier,Panama,8412508,OCEAN FAMOUS
18257,353093000,MarineTraffic.com,353093000,2014-07-24,3ESQ8,Bulk carrier,Panama,9708758,GOLDEN TRADER
18256,353084000,MarineTraffic.com,353084000,2014-07-24,3EPV6,Oil products tanker,Panama,9367671,NORD OBTAINER
18255,353082000,MarineTraffic.com,353082000,2014-07-24,3FSG8,Container ship,Panama,9618264,MSC ABIDJAN
18254,353080000,MarineTraffic.com,353080000,2014-07-24,HO9438,Crew boat,Panama,9588756,SURFER 2606
18253,353074000,MarineTraffic.com,353074000,2014-07-24,3EUX4,Bulk carrier,Panama,9650834,MARITIME LONGEVITY
18252,353070000,MarineTraffic.com,353070000,2014-07-24,HP8403,Accommodation vessel,Panama,8758471,SAIBOS 230
18250,353039000,MarineTraffic.com,353039000,2014-07-24,HOJZ,Vehicles carrier,Panama,9293650,LIBERTY ACE
18247,353022000,MarineTraffic.com,353022000,2014-07-24,HP5770,Crew boat,Panama,9606194,EXPRESS OPPORTUNE
18246,353019000,MarineTraffic.com,353019000,2014-07-24,3FZW3,Reefer,Panama,8502432,FRIO CANARIAS
18245,353017000,MarineTraffic.com,353017000,2014-07-24,HP6801,Tug,Panama,9531002,TOUCAN
18244,353016000,MarineTraffic.com,353016000,2014-07-24,HP5597,Unspecified,Panama,,PEACOCK SATU
18243,352998000,MarineTraffic.com,352998000,2014-07-24,3FVU6,Bulk carrier,Panama,9597331,SUMIHOU
18242,352992000,MarineTraffic.com,352992000,2014-07-24,HOBS,Bulk carrier,Panama,9250244,TATSUKI MARU
18241,352985000,MarineTraffic.com,352985000,2014-07-24,HPFW,Bulk carrier,Panama,9260615,APOLLON
18240,352983000,MarineTraffic.com,352983000,2014-07-24,H8PA,Container ship,Panama,9279989,MSC STELLA
18239,352980000,MarineTraffic.com,352980000,2014-07-24,H9FW,Bulk carrier,Panama,9179696,ATAMAN
18238,352978000,MarineTraffic.com,352978000,2014-07-24,3FWF2,Crude oil tanker,Panama,9375238,SAHAM
18237,352967000,MarineTraffic.com,352967000,2014-07-24,3FCM,Bulk carrier,Panama,9401908,CORONA NATURE
18235,352959000,MarineTraffic.com,352959000,2014-07-24,H8OE,Bulk carrier,Panama,9302750,RED LILY
18233,352947000,MarineTraffic.com,352947000,2014-07-24,H3TK,Bulk carrier,Panama,9225031,ARETHUSA
18232,352944000,MarineTraffic.com,352944000,2014-07-24,3EVO4,General cargo,Panama,9373151,CHENG LU 1
18231,352941000,MarineTraffic.com,352941000,2014-07-24,H3TJ,Bulk carrier,Panama,9215921,AUDAX
18230,352936000,MarineTraffic.com,352936000,2014-07-24,HPPM,Bulk carrier,Panama,9268954,KAIYO
18229,352929000,MarineTraffic.com,352929000,2014-07-24,3ENO7,Vehicles carrier,Panama,9381665,OREGON HIGHWAY
18228,352926000,MarineTraffic.com,352926000,2014-07-24,3FYK3,Research/survey vessel,Panama,9043079,GECO EMERALD
18227,352925000,MarineTraffic.com,352925000,2014-07-24,3FYJ3,Research/survey vessel,Panama,9048706,GECO DIAMOND
18226,352923000,MarineTraffic.com,352923000,2014-07-24,3FYH3,Research/survey vessel,Panama,9048689,GECO TOPAZ
18225,352911000,MarineTraffic.com,352911000,2014-07-24,3FPQ8,Bulk carrier,Panama,9665164,CSE FORTUNE EXPRESS
18224,352909000,MarineTraffic.com,352909000,2014-07-24,H3XK,Bulk carrier,Panama,9044475,K.PROMISE
18223,352907000,MarineTraffic.com,352907000,2014-07-24,3EMS8,Oil products tanker,Panama,9345623,CHAMPION PLEASURE
18222,352905000,MarineTraffic.com,352905000,2014-07-24,HOIK,Bulk carrier,Panama,9293882,KEN HOU
18221,352897000,MarineTraffic.com,352897000,2014-07-24,3FF08,Floating storage/production,Panama,7376886,PETROBRAS 37
18220,352895000,MarineTraffic.com,352895000,2014-07-24,HP6349,Cargo,Panama,,ARROMANCHES
18219,352892000,MarineTraffic.com,352892000,2014-07-24,H9GP,Bulk carrier,Panama,9284893,NAVIOS ALEGRIA
18218,352890000,MarineTraffic.com,352890000,2014-07-24,3FJX5,Offshore supply ship,Panama,9563859,MERMAID SAPPHIRE
18217,352883000,MarineTraffic.com,352883000,2014-07-24,3FLJ2,Bulk carrier,Panama,8009519,GULF PEARL II
18216,352879000,MarineTraffic.com,352879000,2014-07-24,3EAG4,Vehicles carrier,Panama,9284776,GRAND PAVO
18214,352871000,MarineTraffic.com,352871000,2014-07-24,3ENC5,Container ship,Panama,9339284,MSC CANDICE
18213,352867000,MarineTraffic.com,352867000,2014-07-24,3EIT4,Bulk carrier,Panama,9553206,DL ADONIS
18212,352866000,MarineTraffic.com,352866000,2014-07-24,H9PV,Oil products tanker,Panama,9233973,MERMAID EXPRESS
18211,352865000,MarineTraffic.com,352865000,2014-07-24,3FFN3,Bulk carrier,Panama,9599781,NEW ASPIRATION
18210,352862000,MarineTraffic.com,352862000,2014-07-24,3ELP7,Bulk carrier,Panama,9337121,CAPE UNITED
18209,352857000,MarineTraffic.com,352857000,2014-07-24,HO3575,Offshore supply ship,Panama,7600902,HD PRIDE
18208,352853000,MarineTraffic.com,352853000,2014-07-24,3FIL2,Container ship,Panama,9606302,STX JINHAE 1527
18207,352851000,MarineTraffic.com,352851000,2014-07-24,3FUZ2,Bulk carrier,Panama,9591076,OCEAN VICTORY
18205,352832000,MarineTraffic.com,352832000,2014-07-24,H9PU,Bulk carrier,Panama,9250323,ALERCE
18204,352825000,MarineTraffic.com,352825000,2014-07-24,H9FS,Bulk carrier,Panama,8716021,MACAU MINERAL
18203,352823000,MarineTraffic.com,352823000,2014-07-24,3ENU8,General cargo,Panama,9414967,IZUMO
18202,352821000,MarineTraffic.com,352821000,2014-07-24,HP3741,Tug,Panama,9550498,KTK BARAKUDA
18201,352819000,MarineTraffic.com,352819000,2014-07-24,3EPM6,General cargo,Panama,8310396,SEA STAR 7
18200,352811000,MarineTraffic.com,352811000,2014-07-24,HPFA,Bulk carrier,Panama,9276755,ORIENTE CREST
18199,352809000,MarineTraffic.com,352809000,2014-07-24,3FTB6,Bulk carrier,Panama,9111008,NEW GIANT
